centroid,spread,flatness,rolloff,zcr,rms_energy,peak_amplitude,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,genre,filename
1353.435183429866,1950.2314778633665,0.001967455660201387,2860.5410360330397,0.03453115929760062,0.09678255,0.9209931,23.22434,26.112358,11.917931,13.83206,8.809976,3.1037014,2.236112,1.6972718,1.1453154,1.2203468,1.2867099,1.1639388,0.49043566,0.21393207,0.03274728,6.490292e-06,-275.55225,160.03557,-21.760775,36.974472,41.674988,10.372377,15.294934,10.375038,10.101714,1.042705,1.5542785,9.768259,2.168193,0.488129,0.426247,0.3562813,0.3378899,0.41869998,0.49978015,0.5456312,0.64514005,0.571345,0.5050493,0.4529573,0.4421498,blues,blues.00052.wav
1796.4956381160578,2449.2162304947224,0.00190495985182441,4493.956158995259,0.031363755925890094,0.10088417,0.8100772,22.221407,23.671015,20.982235,18.433538,11.006365,5.7659764,1.7538372,1.0205811,0.89179116,0.68805075,0.8138846,0.73636097,0.64444274,0.49667236,0.08933608,4.764114e-06,-245.25406,153.49384,-32.002598,77.89696,18.612694,13.4155245,32.119957,-7.516927,18.259327,2.212132,-6.9440126,2.0436406,-12.797563,0.48059815,0.5471463,0.57522666,0.5581716,0.50092614,0.46665686,0.5115683,0.55186236,0.5810562,0.5965377,0.50003093,0.4592395,blues,blues.00046.wav
907.6478221076609,1800.0559294377033,0.002767199626323891,1747.4894331704722,0.018541460066756967,0.09836833,0.9680785,28.894396,29.193176,23.209503,11.726777,7.428748,4.063316,3.2054505,2.5357437,1.8127807,1.0560037,0.6444095,0.35817465,0.2185633,0.16223781,0.037651893,1.2900308e-05,-293.38953,195.5066,6.8404984,21.011177,14.272077,13.403834,17.429247,1.5614271,11.401117,5.450702,3.8389897,8.253749,-1.6709143,0.65920866,0.59823936,0.5865267,0.55612916,0.54373235,0.49718383,0.49673536,0.5095366,0.5569398,0.5634329,0.5812904,0.69079244,blues,blues.00091.wav
1233.534775921645,1859.0588728989621,0.0019948769031565166,2459.4851278299147,0.030527404218266253,0.14863352,0.95556515,31.390244,33.03326,25.958221,17.265133,14.335781,10.691651,4.912287,2.3030589,3.1880295,2.332745,1.3941526,0.69653296,0.43025738,0.26847604,0.07241125,1.0343713e-05,-234.7066,179.14311,-12.819783,39.93513,19.460848,16.77165,22.180128,-4.8032317,9.869422,-1.9945068,-9.886924,-0.9414279,-6.0411263,0.44923595,0.42929083,0.51821226,0.39867634,0.31859484,0.3065968,0.31872484,0.44337183,0.42950708,0.4369808,0.42132965,0.44234332,blues,blues.00085.wav
2076.853707112584,2007.5271711624312,0.0029504426398304123,4124.808391181308,0.0655260587993421,0.24573807,1.0024478,28.670874,41.216713,31.903011,21.79404,21.512236,15.38022,15.4056015,12.061187,10.652195,8.461323,6.8806906,3.8376448,2.8114395,1.1329991,0.20766284,4.456041e-05,-110.12411,199.49867,-88.68976,46.637398,-5.560755,-5.4358687,21.124945,-18.10274,12.303259,-5.7991843,-3.0247664,6.493189,-12.498295,0.43330434,0.4092835,0.6313219,0.3451518,0.3921695,0.40774262,0.39723504,0.44234502,0.28480452,0.32337344,0.38118634,0.4874087,blues,blues.00081.wav
1310.4379656451613,1943.188760829255,0.0009718352970593908,2561.5845104489163,0.02967952574738777,0.18523979,0.9799484,44.679684,43.235382,34.887886,23.47389,13.2980585,13.571851,8.655771,7.2854853,3.960579,1.9105716,1.5976491,0.8895107,0.52696276,0.5162392,0.077881835,3.3729589e-06,-194.79727,195.12346,-19.742737,44.718754,6.690478,2.6060572,16.75195,-11.478851,19.905005,6.0615115,-11.76739,8.368385,0.6056841,0.42962953,0.4849898,0.4317233,0.3761209,0.3983068,0.40006545,0.49113184,0.459306,0.43767035,0.47251207,0.5357886,0.5090939,blues,blues.00095.wav
2176.7089389740104,2421.524394179782,0.0028495698676516456,4987.403175188661,0.051473044758610684,0.110120095,0.96748704,24.636625,31.70369,25.12639,14.551619,7.814449,4.899287,1.202969,1.1293353,1.5400854,1.1676705,1.9712155,1.3896397,1.0602161,0.6679757,0.105350405,1.2786784e-05,-226.54457,147.93472,-61.652996,82.42989,23.456793,15.648676,38.901,-4.9941516,25.147875,7.461733,-2.9809363,4.063484,-17.557173,0.5714707,0.5848449,0.47137493,0.36419538,0.39936352,0.45925137,0.49191567,0.45909062,0.4582886,0.4746152,0.458479,0.53851026,blues,blues.00042.wav
1713.4015216968673,2190.1315192038774,0.006128263333040713,3722.702489327351,0.03935955035797214,0.13541944,0.9985383,38.571457,37.702682,14.84182,17.351236,11.602856,5.808309,4.3413925,3.4051852,2.4451513,1.8602737,2.021794,1.4735922,0.85172814,0.5278553,0.09215873,7.347937e-05,-206.18398,166.93817,-41.087955,53.152966,21.207552,8.6808,22.28048,-4.5805893,14.226144,-0.315862,-0.7505426,11.406899,-5.631975,0.4541287,0.39637944,0.45905906,0.5082594,0.5789509,0.54283035,0.5782342,0.55587655,0.53129405,0.5571526,0.52987427,0.5170571,blues,blues.00056.wav
1810.5205453711214,2017.1939982059334,0.0015656225104417286,3696.2693158318016,0.046643141991582815,0.17266078,0.93652374,40.75318,37.35917,24.373192,23.983543,14.747957,8.850682,6.2130556,4.6042013,3.8489754,4.1455503,4.3566356,2.1433508,1.1756192,0.67182094,0.09894978,8.628491e-06,-166.174,183.83122,-60.11731,44.388023,22.414787,9.5303135,21.827087,-11.980116,13.131,6.0107803,-3.060998,8.327052,-3.5304413,0.49346423,0.46588653,0.48576736,0.5165568,0.5678432,0.55809706,0.5690245,0.4829195,0.47847193,0.47540832,0.49195418,0.53341734,blues,blues.00057.wav
2063.3898608108257,2401.5814393502283,0.0047284272436277815,4824.370827689629,0.04640901642318111,0.12601027,0.9280478,22.703478,25.886602,20.468231,21.186218,14.313901,7.3240995,3.7315507,3.2882535,3.8893192,2.469795,1.8600227,1.6222115,1.0113397,0.8818694,0.15510349,4.2288008e-05,-190.84912,184.05711,-60.872192,69.20789,-2.7947588,10.332685,34.089954,-11.381437,27.287998,-0.7036008,-3.710479,8.1695,-19.263998,0.5152234,0.42861,0.425896,0.4518711,0.5170591,0.48873043,0.5263762,0.4962409,0.5258248,0.50055856,0.5019756,0.5670579,blues,blues.00043.wav
1172.2396592721143,1928.2677875440852,0.005572100548049655,2362.8523788215944,0.026292735947174923,0.1381793,0.9919292,40.03458,46.677708,23.67189,14.462219,7.8356943,5.4233217,2.7213018,2.07046,2.0677176,1.4189624,1.0523348,0.6253006,0.43617758,0.23687269,0.05272498,5.957218e-05,-252.12181,163.09833,2.2043133,38.84555,22.241825,13.128708,16.852776,0.5620851,11.766337,3.6949487,-0.5515252,4.5683093,-1.6374472,0.49733365,0.50543785,0.4287111,0.42359123,0.49936697,0.48181295,0.54769945,0.57098037,0.6192432,0.63120043,0.5241469,0.5222952,blues,blues.00094.wav
1768.1083239479951,1922.3757621911839,0.0040667430031567624,3605.3365323565695,0.048412027742840556,0.23798294,1.0017111,34.346214,44.679287,31.885603,18.499876,21.90822,12.392583,16.32045,10.021479,8.754068,5.7257223,4.7946815,2.381534,1.4035325,0.793298,0.13268858,7.122525e-05,-130.97281,195.65747,-64.019485,40.265385,-0.5246982,-3.528386,19.0424,-14.487099,12.702103,0.49863052,-1.917974,7.757258,-9.480469,0.4736621,0.41029638,0.49565965,0.4349097,0.49158102,0.34889776,0.34676206,0.4721884,0.36693296,0.42325428,0.3822652,0.48576346,blues,blues.00080.wav
1049.6776268486392,1824.8057137184167,0.0026616034795895497,1815.4223557227167,0.02476836874758127,0.051037237,0.6061994,5.458291,7.7735195,8.470478,7.7056203,6.059449,3.7886994,2.1389165,1.5858644,0.9486147,0.33677176,0.22128277,0.14256072,0.1422741,0.08189196,0.02004088,6.83961e-06,-358.54556,176.62183,9.680418,33.720272,6.451536,-3.293785,11.008667,-2.4615874,4.3352914,-1.8123273,-2.004681,1.3027217,-8.896844,0.30662632,0.30991593,0.3097696,0.44455093,0.5682242,0.45783308,0.3819658,0.3271599,0.37438187,0.23243907,0.25891215,0.3233344,blues,blues.00096.wav
2052.5478501694743,2173.6215852858318,0.0040869260667894146,4422.481591192192,0.05478160373935759,0.24862804,0.9835549,36.73161,36.368893,28.351376,22.971008,23.09384,16.556547,18.767292,13.688798,8.706183,6.37178,4.8890305,3.0279217,1.8149716,1.4416714,0.25220922,6.728835e-05,-112.59989,197.5673,-71.394485,56.00867,-8.82331,-1.5381486,18.129,-25.740887,16.819578,-2.9941218,-5.6446595,10.491054,-9.150705,0.3579265,0.42027196,0.39089766,0.35762423,0.49583322,0.3369284,0.33665222,0.33198234,0.32723528,0.49654394,0.3454211,0.36244917,blues,blues.00082.wav
2295.334350396279,2255.5771154251283,0.0030508348765782914,4910.461973774913,0.06545141828318499,0.11553551,0.78635156,3.4659934,5.062558,7.9743195,15.633862,11.240451,9.205574,7.750028,5.4302826,2.8431988,2.2729387,1.7494886,1.3584402,1.7612166,0.69493794,0.085274465,1.8293085e-05,-199.33702,185.42769,-72.82509,69.020744,-9.693931,-18.960505,20.702961,-27.869503,0.61857194,-6.6903195,-7.9260006,3.0540354,-16.156223,0.33833233,0.26203105,0.37823698,0.31669995,0.41413805,0.44361782,0.37255856,0.46688196,0.30026913,0.26100308,0.2883717,0.31928372,blues,blues.00069.wav
1994.1163046643464,2021.0058266363524,0.0008479705782013837,3954.2344226187597,0.05837474149816176,0.15373406,0.9739396,38.168453,33.170258,13.026536,16.217922,12.006093,7.4208555,5.639515,4.51616,3.512203,3.4872878,3.9321423,2.6983922,1.1155375,0.5705009,0.101591304,2.4303963e-06,-169.66852,174.19714,-65.403015,47.335144,21.699427,4.3240194,17.300129,-7.962135,14.837895,-1.1622833,-1.9252942,12.319891,-3.2233365,0.49091473,0.45096198,0.44121805,0.3936233,0.5390619,0.5622797,0.5746564,0.5856496,0.49402598,0.4978768,0.50293195,0.4956067,blues,blues.00055.wav
2292.8352600587014,2522.8331722463513,0.0023005369874538406,5249.251591827109,0.054716789316466716,0.12786837,0.91815156,27.05429,28.945747,24.690098,18.618618,13.018695,6.82721,4.6546793,3.2194629,3.1190922,1.9153906,1.741059,1.8824438,1.1513346,0.99952704,0.20775582,9.516371e-06,-185.80948,174.09457,-63.401703,77.65049,0.37029088,8.494195,32.73463,-9.941204,27.883226,-3.954374,-5.909901,8.287152,-15.293418,0.46054423,0.4932568,0.5123875,0.619506,0.49624935,0.37943023,0.41784853,0.4817929,0.5151006,0.5462076,0.5614191,0.49630916,blues,blues.00041.wav
2177.5327808584566,2386.222463136737,0.003983671292861674,4945.478428701867,0.05166522046729876,0.13301909,0.8775624,22.765858,25.096714,23.016415,24.920504,16.977995,7.4498725,4.4471307,2.609242,2.157316,1.9720746,1.5540569,2.144265,1.4868853,0.8647129,0.13234256,3.296187e-05,-192.31688,178.1726,-66.0166,87.97599,12.022184,3.1347673,32.82638,-12.7003975,17.295982,-3.8673582,-4.651514,7.905351,-17.190052,0.46258408,0.5145934,0.48787233,0.497277,0.41940373,0.3727971,0.43109098,0.5523542,0.65265805,0.5959143,0.46338922,0.41436887,blues,blues.00040.wav
1973.2964156182488,2045.2036441420348,0.003329733123888835,3975.775959026703,0.05354559458446207,0.19792975,0.977267,40.353306,44.5026,32.65162,25.173916,16.101807,8.895273,10.4124565,4.970289,4.358571,5.6804724,5.8023787,2.9831936,1.6413493,0.86089563,0.1447995,4.118475e-05,-140.04504,190.4313,-75.399475,56.100983,20.538803,10.148337,22.001444,-16.901064,13.982552,0.4221743,0.05945911,12.851387,-4.5166764,0.48675504,0.5635266,0.58834946,0.5496888,0.5602583,0.48362055,0.4878225,0.5185634,0.5555514,0.5504706,0.5014627,0.47684085,blues,blues.00054.wav
2467.8985882070133,2334.3893943228286,0.002602194194461315,5182.293663379209,0.07113316775106424,0.101470195,0.6273092,14.020022,11.974826,9.768039,8.974303,8.826684,8.447299,6.9344316,6.7039633,2.0422015,1.5413553,1.6914314,1.8228418,1.4419675,0.62404543,0.1509219,1.1054633e-05,-195.44727,179.65767,-71.382484,77.51782,-10.52774,-16.043583,13.369019,-20.169867,14.807992,-7.2621775,3.1379201,8.913095,-12.219451,0.38831118,0.29540035,0.26279607,0.24557976,0.30925873,0.586346,0.37821937,0.30689707,0.32479182,0.44299713,0.3529097,0.26675674,blues,blues.00068.wav
2234.269562440992,2269.639968747286,0.001683408669925867,4861.670602142995,0.06171750284200851,0.24597482,0.99380314,69.845215,54.749416,30.92611,24.044613,13.588187,14.645707,10.002047,9.704444,6.4666185,6.1429906,5.66982,3.6627636,2.5649128,1.6397913,0.26697204,1.2586543e-05,-101.63482,182.51219,-72.8003,60.403008,-0.112220034,-0.18564689,25.116827,-17.334202,19.787697,3.9444373,-2.0473564,10.768442,-6.255793,0.61208767,0.3946847,0.45424658,0.39408016,0.4550396,0.6742266,0.43508354,0.40730196,0.4570474,0.5288645,0.55423677,0.46043977,blues,blues.00083.wav
1150.1253070904145,1881.986387106176,0.002774993235652984,2403.5937991304663,0.02308357167908282,0.19608161,1.001168,47.829094,54.097015,30.830828,27.489847,26.74634,7.699421,6.7802086,3.119344,2.6884418,2.0617216,1.727265,1.1112823,0.46079412,0.3880826,0.07972651,2.5162579e-05,-216.3803,199.17293,-20.92765,40.17817,24.180077,13.666452,16.254314,-3.2713933,16.774506,0.73879355,-3.8043919,8.281297,-5.2058506,0.5952804,0.56107754,0.493508,0.42462182,0.42409682,0.42252967,0.47751838,0.5087996,0.5039469,0.5018007,0.48201343,0.5559585,blues,blues.00097.wav
1294.0482814262082,2337.168394096218,0.0017997058544975404,2800.0247353001646,0.022435616413506193,0.13186882,0.8288281,3.2770855,16.586203,28.240158,29.085167,11.573217,9.424271,3.8748314,2.0151181,1.0841352,0.63439745,0.31535423,0.22206524,0.23664287,0.4764758,0.07857008,6.49145e-06,-280.6788,152.68167,13.753547,57.980286,-0.22848898,10.922378,23.79772,-16.791405,10.039371,-3.24756,-15.099313,-0.49701014,-20.494816,0.41278106,0.3238863,0.2898682,0.2992256,0.40605834,0.5213347,0.4372586,0.4098891,0.37239784,0.38842553,0.37939146,0.37581664,blues,blues.00033.wav
1307.7759605764957,1481.823367827667,0.0019072027093586252,2646.042333077351,0.03675658045907508,0.09455001,0.6852197,5.3219566,9.324381,17.051561,7.9853277,12.508851,7.1674,4.5745687,1.7485924,1.6668723,1.2251053,1.5482963,1.0444331,0.27567255,0.059878398,0.00787632,9.834642e-06,-281.57983,179.83218,-28.799686,37.851368,44.112827,-4.762842,6.1622505,1.95184,-0.77440405,0.71982557,-10.042896,-6.7606816,-3.3803363,0.53168684,0.39202237,0.38655704,0.36889985,0.43352205,0.40129915,0.28316823,0.2078287,0.257048,0.30498022,0.3993535,0.57793254,blues,blues.00027.wav
1117.5825529538554,1476.5041470794135,0.0034494837693081304,2253.2363749879064,0.026450709292763157,0.075218186,0.93526137,5.966992,9.066059,9.741045,5.874957,5.655292,6.826298,3.1732283,1.146981,0.9398052,0.94789726,0.6838159,0.5756654,0.14440508,0.0508837,0.0066772443,1.95648e-05,-320.44934,130.38283,12.34376,30.529963,39.88709,9.67119,6.768621,7.598567,2.462406,1.5179977,-0.96649957,2.2340968,3.3688293,0.49764997,0.4409144,0.35468996,0.2540301,0.32733798,0.41459396,0.27229527,0.29274732,0.3870127,0.44753942,0.5129749,0.50645363,blues,blues.00026.wav
1202.6531131348338,2159.9117465468685,0.005426755521849936,2444.843549698868,0.020715483201915633,0.100025736,0.87120855,2.4718177,17.666061,21.067059,20.031754,5.297545,4.0192513,2.6711261,1.613302,0.94551736,0.66702294,0.26627538,0.13974717,0.1734677,0.25241992,0.040911917,3.7647413e-05,-325.20224,146.7744,10.304504,40.18785,5.185057,14.73885,24.433605,-9.211628,8.9809675,2.9231153,-6.2877393,3.2668607,-10.589119,0.44273996,0.3936635,0.36532557,0.3455501,0.38373107,0.45599645,0.47247306,0.54832685,0.46939054,0.43338394,0.4207653,0.41028818,blues,blues.00032.wav
1039.3752415905183,1436.564210727133,0.0005677755870842583,2109.720576141641,0.024104162635448918,0.08505108,0.93986374,6.20829,7.513733,8.701195,13.774307,10.523514,5.191421,3.8131573,1.0180058,0.8974026,1.0813212,0.89908236,0.6947118,0.2096071,0.04036032,0.006022981,7.523989e-07,-324.45096,166.41333,-7.7835207,39.371742,50.170612,5.223333,9.015255,7.4956546,-1.0576553,0.10089749,-3.3124554,-1.1477507,2.0417404,0.442081,0.3836387,0.32496694,0.26960906,0.27820143,0.27767104,0.18374923,0.19576901,0.32313192,0.5133254,0.6461734,0.5993427,blues,blues.00024.wav
1251.1838818181964,2155.694565120629,0.002738012200404101,2617.9591695590652,0.02080221737132353,0.16785096,0.9667653,3.4515376,23.441753,29.013622,38.0494,16.613615,9.528357,5.4981,2.7870307,1.6914887,0.8814135,0.5172238,0.2929146,0.25518528,0.48798636,0.071117215,1.9323617e-05,-253.509,165.94283,5.9080577,51.19714,1.6066791,10.310154,18.652401,-18.481773,13.888659,-1.40367,-15.690097,4.730466,-12.113865,0.31288064,0.27900863,0.33619717,0.39989433,0.47460386,0.5585653,0.5138369,0.5049734,0.3698702,0.30369836,0.2904409,0.2623612,blues,blues.00030.wav
1448.1603529603763,1900.5765036901144,0.005195575655521593,3240.7970700101587,0.029092605638061146,0.07839512,0.7329304,6.1397805,8.492902,3.897349,8.026091,5.5841484,8.434922,3.4921703,1.1392894,0.854074,0.9001329,0.41878104,0.6190712,0.16006261,0.13585122,0.03156174,2.8694989e-05,-296.81183,138.59218,-0.91315246,44.207935,17.019537,8.689934,18.176516,-2.4354053,6.6799655,-8.519098,-9.049194,10.5398245,-2.110977,0.29907352,0.22672172,0.24616095,0.27361134,0.29081744,0.34077573,0.385337,0.33568773,0.40512463,0.4918686,0.42417094,0.42990574,blues,blues.00018.wav
1139.2638956201954,1565.765989965066,0.003791548425021086,2086.9623804240036,0.029827861963041796,0.09514064,0.80944884,6.6868305,5.0681276,3.252099,15.677052,8.05835,5.8916435,5.3796816,2.3385108,1.9267675,1.4461174,0.8090485,0.86784047,0.21869625,0.09403296,0.017407589,2.7065793e-05,-289.16376,171.71068,-4.7022038,30.072254,27.487381,2.9259236,6.6522455,-0.3775475,-0.3447688,-11.743423,-7.47735,9.142247,-0.20819569,0.24094993,0.24223094,0.20844297,0.23680204,0.3720707,0.26616773,0.19691086,0.2802749,0.4250476,0.60309035,0.47726125,0.31624198,blues,blues.00019.wav
